# Force and moment coefficients
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# sideDir     : (0.000000e+00 0.000000e+00 -1.000000e+00)
# liftDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# rollAxis    : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 -1.000000e+00)
# yawAxis     : (0.000000e+00 1.000000e+00 0.000000e+00)
# magUInf     : 1.000000e+00
# lRef        : 2.000000e-01
# Aref        : 2.000000e-01
# CofR        : (5.000000e-01 2.500000e-01 0.000000e+00)
#
# Time        	Cd            	Cd(f)         	Cd(r)         	Cl            	Cl(f)         	Cl(r)         	CmPitch       	CmRoll        	CmYaw         	Cs            	Cs(f)         	Cs(r)         
0.0600892     	6.860598e-02	3.430777e-02	3.429821e-02	-1.911885e-04	-9.470423e-05	-9.648427e-05	8.900186e-07	4.779713e-06	1.715149e-03	3.943935e-20	1.715149e-03	-1.715149e-03
0.0639112     	6.844772e-02	3.422876e-02	3.421896e-02	-1.960617e-04	-9.700899e-05	-9.905268e-05	1.021845e-06	4.901542e-06	1.711193e-03	3.848341e-20	1.711193e-03	-1.711193e-03
0.0676853     	6.833564e-02	3.417283e-02	3.416281e-02	-2.004270e-04	-9.907025e-05	-1.013568e-04	1.143255e-06	5.010675e-06	1.708391e-03	3.751115e-20	1.708391e-03	-1.708391e-03
0.0714115     	6.827613e-02	3.414318e-02	3.413295e-02	-2.047642e-04	-1.011299e-04	-1.036343e-04	1.252202e-06	5.119105e-06	1.706903e-03	3.653491e-20	1.706903e-03	-1.706903e-03
0.0750942     	6.826139e-02	3.413591e-02	3.412549e-02	-2.083103e-04	-1.028185e-04	-1.054918e-04	1.336636e-06	5.207757e-06	1.706535e-03	3.555573e-20	1.706535e-03	-1.706535e-03
0.0787448     	6.829008e-02	3.415033e-02	3.413975e-02	-2.116724e-04	-1.043739e-04	-1.072984e-04	1.462256e-06	5.291809e-06	1.707252e-03	3.456003e-20	1.707252e-03	-1.707252e-03
0.0823474     	6.836899e-02	3.418986e-02	3.417913e-02	-2.145517e-04	-1.057646e-04	-1.087871e-04	1.511220e-06	5.363792e-06	1.709225e-03	3.363476e-20	1.709225e-03	-1.709225e-03
0.0859248     	6.842851e-02	3.421967e-02	3.420884e-02	-2.165852e-04	-1.066534e-04	-1.099319e-04	1.639256e-06	5.414631e-06	1.710713e-03	3.257160e-20	1.710713e-03	-1.710713e-03
0.0894436     	6.858088e-02	3.429591e-02	3.428498e-02	-2.186156e-04	-1.077660e-04	-1.108496e-04	1.541839e-06	5.465390e-06	1.714522e-03	3.165201e-20	1.714522e-03	-1.714522e-03
0.0929624     	6.875018e-02	3.438056e-02	3.436962e-02	-2.189841e-04	-1.082248e-04	-1.107592e-04	1.267221e-06	5.474601e-06	1.718754e-03	3.073544e-20	1.718754e-03	-1.718754e-03
0.0964812     	6.894107e-02	3.447601e-02	3.446506e-02	-2.189137e-04	-1.082954e-04	-1.106184e-04	1.161505e-06	5.472843e-06	1.723527e-03	2.978205e-20	1.723527e-03	-1.723527e-03
0.1           	6.915238e-02	3.458168e-02	3.457069e-02	-2.198145e-04	-1.085811e-04	-1.112334e-04	1.326124e-06	5.495362e-06	1.728809e-03	2.881544e-20	1.728809e-03	-1.728809e-03
0.103408      	6.929728e-02	3.465411e-02	3.464317e-02	-2.188035e-04	-1.081298e-04	-1.106737e-04	1.271942e-06	5.470087e-06	1.732432e-03	2.770344e-20	1.732432e-03	-1.732432e-03
0.106789      	6.950426e-02	3.475757e-02	3.474669e-02	-2.176119e-04	-1.075695e-04	-1.100424e-04	1.236460e-06	5.440297e-06	1.737607e-03	2.671094e-20	1.737607e-03	-1.737607e-03
0.110144      	6.973730e-02	3.487405e-02	3.486325e-02	-2.158278e-04	-1.067990e-04	-1.090288e-04	1.114857e-06	5.395695e-06	1.743433e-03	2.573053e-20	1.743433e-03	-1.743433e-03
0.113476      	6.996936e-02	3.499000e-02	3.497935e-02	-2.129895e-04	-1.054372e-04	-1.075523e-04	1.057565e-06	5.324739e-06	1.749234e-03	2.473675e-20	1.749234e-03	-1.749234e-03
0.116783      	7.022377e-02	3.511713e-02	3.510664e-02	-2.098488e-04	-1.040367e-04	-1.058122e-04	8.877558e-07	5.246221e-06	1.755594e-03	2.376586e-20	1.755594e-03	-1.755594e-03
0.120067      	7.047480e-02	3.524259e-02	3.523221e-02	-2.077103e-04	-1.027240e-04	-1.049864e-04	1.131216e-06	5.192759e-06	1.761870e-03	2.276651e-20	1.761870e-03	-1.761870e-03
0.123329      	7.073233e-02	3.537122e-02	3.536111e-02	-2.022485e-04	-1.002284e-04	-1.020201e-04	8.958233e-07	5.056212e-06	1.768308e-03	2.175037e-20	1.768308e-03	-1.768308e-03
0.12657       	7.099562e-02	3.550278e-02	3.549285e-02	-1.985754e-04	-9.837352e-05	-1.002019e-04	9.142004e-07	4.964386e-06	1.774891e-03	2.074912e-20	1.774891e-03	-1.774891e-03
0.12979       	7.125319e-02	3.563146e-02	3.562173e-02	-1.944330e-04	-9.623112e-05	-9.820192e-05	9.854010e-07	4.860826e-06	1.781330e-03	1.972408e-20	1.781330e-03	-1.781330e-03
0.13299       	7.152740e-02	3.576842e-02	3.575898e-02	-1.888437e-04	-9.311681e-05	-9.572687e-05	1.305029e-06	4.721092e-06	1.788185e-03	1.872901e-20	1.788185e-03	-1.788185e-03
0.136173      	7.179593e-02	3.590258e-02	3.589335e-02	-1.846207e-04	-9.083619e-05	-9.378449e-05	1.474153e-06	4.615517e-06	1.794898e-03	1.772693e-20	1.794898e-03	-1.794898e-03
0.139338      	7.206320e-02	3.603605e-02	3.602715e-02	-1.781148e-04	-8.739703e-05	-9.071781e-05	1.660389e-06	4.452871e-06	1.801580e-03	1.672261e-20	1.801580e-03	-1.801580e-03
0.142486      	7.232734e-02	3.616798e-02	3.615937e-02	-1.722434e-04	-8.426714e-05	-8.797630e-05	1.854582e-06	4.306086e-06	1.808184e-03	1.570931e-20	1.808184e-03	-1.808184e-03
0.145616      	7.258847e-02	3.629835e-02	3.629012e-02	-1.647166e-04	-8.046559e-05	-8.425099e-05	1.892702e-06	4.117914e-06	1.814712e-03	1.468209e-20	1.814712e-03	-1.814712e-03
0.148731      	7.284614e-02	3.642701e-02	3.641912e-02	-1.577970e-04	-7.671003e-05	-8.108695e-05	2.188461e-06	3.944924e-06	1.821153e-03	1.365623e-20	1.821153e-03	-1.821153e-03
0.151832      	7.309484e-02	3.655118e-02	3.654366e-02	-1.502848e-04	-7.283796e-05	-7.744686e-05	2.304451e-06	3.757121e-06	1.827371e-03	1.263032e-20	1.827371e-03	-1.827371e-03
0.15492       	7.334949e-02	3.667830e-02	3.667119e-02	-1.421182e-04	-6.877243e-05	-7.334573e-05	2.286649e-06	3.552954e-06	1.833737e-03	1.162460e-20	1.833737e-03	-1.833737e-03
0.157989      	7.358728e-02	3.679697e-02	3.679031e-02	-1.332855e-04	-6.423736e-05	-6.904812e-05	2.405382e-06	3.332137e-06	1.839682e-03	1.059679e-20	1.839682e-03	-1.839682e-03
0.16105       	7.381932e-02	3.691275e-02	3.690657e-02	-1.237580e-04	-5.950605e-05	-6.425197e-05	2.372959e-06	3.093950e-06	1.845483e-03	9.569191e-21	1.845483e-03	-1.845483e-03
0.164093      	7.404564e-02	3.702568e-02	3.701996e-02	-1.145434e-04	-5.504729e-05	-5.949611e-05	2.224412e-06	2.863585e-06	1.851141e-03	8.562160e-21	1.851141e-03	-1.851141e-03
0.167136      	7.426564e-02	3.713544e-02	3.713020e-02	-1.048028e-04	-5.037325e-05	-5.442951e-05	2.028132e-06	2.620069e-06	1.856641e-03	7.549986e-21	1.856641e-03	-1.856641e-03
0.170151      	7.446714e-02	3.723594e-02	3.723120e-02	-9.476683e-05	-4.537400e-05	-4.939283e-05	2.009416e-06	2.369171e-06	1.861678e-03	6.518220e-21	1.861678e-03	-1.861678e-03
0.173166      	7.466557e-02	3.733490e-02	3.733067e-02	-8.455714e-05	-4.010167e-05	-4.445546e-05	2.176894e-06	2.113928e-06	1.866639e-03	5.510023e-21	1.866639e-03	-1.866639e-03
0.176181      	7.485429e-02	3.742902e-02	3.742527e-02	-7.502510e-05	-3.512041e-05	-3.990468e-05	2.392135e-06	1.875627e-06	1.871357e-03	4.499759e-21	1.871357e-03	-1.871357e-03
0.179162      	7.501739e-02	3.751031e-02	3.750708e-02	-6.468383e-05	-2.983312e-05	-3.485071e-05	2.508797e-06	1.617096e-06	1.875435e-03	3.467784e-21	1.875435e-03	-1.875435e-03
0.182139      	7.517813e-02	3.759042e-02	3.758771e-02	-5.410796e-05	-2.446179e-05	-2.964617e-05	2.592188e-06	1.352699e-06	1.879453e-03	2.460538e-21	1.879453e-03	-1.879453e-03
0.185116      	7.532558e-02	3.766389e-02	3.766170e-02	-4.377438e-05	-1.927507e-05	-2.449932e-05	2.612125e-06	1.094360e-06	1.883140e-03	1.452125e-21	1.883140e-03	-1.883140e-03
0.188093      	7.545980e-02	3.773070e-02	3.772909e-02	-3.218293e-05	-1.349355e-05	-1.868937e-05	2.597910e-06	8.045732e-07	1.886495e-03	4.412523e-22	1.886495e-03	-1.886495e-03
0.191069      	7.557754e-02	3.778929e-02	3.778826e-02	-2.061101e-05	-7.714662e-06	-1.289635e-05	2.590845e-06	5.152753e-07	1.889439e-03	-5.728971e-22	1.889439e-03	-1.889439e-03
0.194046      	7.568116e-02	3.784083e-02	3.784033e-02	-9.973433e-06	-2.484846e-06	-7.488587e-06	2.501871e-06	2.493358e-07	1.892029e-03	-1.591283e-21	1.892029e-03	-1.892029e-03
0.197023      	7.576805e-02	3.788399e-02	3.788407e-02	1.591826e-06	3.301192e-06	-1.709365e-06	2.505278e-06	-3.979565e-08	1.894201e-03	-2.609865e-21	1.894201e-03	-1.894201e-03
0.2           	7.583909e-02	3.791923e-02	3.791986e-02	1.258193e-05	8.854739e-06	3.727188e-06	2.563776e-06	-3.145482e-07	1.895977e-03	-3.627070e-21	1.895977e-03	-1.895977e-03
0.202931      	7.588251e-02	3.794066e-02	3.794185e-02	2.385758e-05	1.463685e-05	9.220728e-06	2.708064e-06	-5.964396e-07	1.897063e-03	-4.647233e-21	1.897063e-03	-1.897063e-03
0.205855      	7.591819e-02	3.795820e-02	3.795999e-02	3.589129e-05	2.080939e-05	1.508190e-05	2.863745e-06	-8.972822e-07	1.897955e-03	-5.637641e-21	1.897955e-03	-1.897955e-03
0.208773      	7.593592e-02	3.796678e-02	3.796914e-02	4.711182e-05	2.636221e-05	2.074961e-05	2.806301e-06	-1.177795e-06	1.898398e-03	-6.627240e-21	1.898398e-03	-1.898398e-03
0.211687      	7.593722e-02	3.796715e-02	3.797007e-02	5.834098e-05	3.215853e-05	2.618245e-05	2.988039e-06	-1.458524e-06	1.898430e-03	-7.611388e-21	1.898430e-03	-1.898430e-03
0.214596      	7.591934e-02	3.795792e-02	3.796142e-02	7.005993e-05	3.812545e-05	3.193449e-05	3.095481e-06	-1.751498e-06	1.897983e-03	-8.594869e-21	1.897983e-03	-1.897983e-03
0.217501      	7.588436e-02	3.794018e-02	3.794417e-02	7.986985e-05	4.310265e-05	3.676719e-05	3.167730e-06	-1.996746e-06	1.897109e-03	-9.572969e-21	1.897109e-03	-1.897109e-03
0.220405      	7.582879e-02	3.791210e-02	3.791669e-02	9.183315e-05	4.912684e-05	4.270632e-05	3.210262e-06	-2.295829e-06	1.895720e-03	-1.055107e-20	1.895720e-03	-1.895720e-03
0.223299      	7.575615e-02	3.787549e-02	3.788066e-02	1.034499e-04	5.498144e-05	4.846851e-05	3.256467e-06	-2.586249e-06	1.893904e-03	-1.151686e-20	1.893904e-03	-1.893904e-03
0.226194      	7.566440e-02	3.782934e-02	3.783506e-02	1.144165e-04	6.049154e-05	5.392494e-05	3.283298e-06	-2.860412e-06	1.891610e-03	-1.248116e-20	1.891610e-03	-1.891610e-03
0.229088      	7.555265e-02	3.777317e-02	3.777948e-02	1.261608e-04	6.632690e-05	5.983391e-05	3.246492e-06	-3.154020e-06	1.888816e-03	-1.344111e-20	1.888816e-03	-1.888816e-03
0.23198       	7.542119e-02	3.770718e-02	3.771401e-02	1.365538e-04	7.142792e-05	6.512587e-05	3.151027e-06	-3.413845e-06	1.885530e-03	-1.439532e-20	1.885530e-03	-1.885530e-03
0.234862      	7.527051e-02	3.763152e-02	3.763899e-02	1.494091e-04	7.770726e-05	7.170185e-05	3.002707e-06	-3.735228e-06	1.881763e-03	-1.534099e-20	1.881763e-03	-1.881763e-03
0.237744      	7.509930e-02	3.754563e-02	3.755368e-02	1.609307e-04	8.322880e-05	7.770191e-05	2.763445e-06	-4.023268e-06	1.877483e-03	-1.627847e-20	1.877483e-03	-1.877483e-03
0.240627      	7.490956e-02	3.745048e-02	3.745908e-02	1.719875e-04	8.864345e-05	8.334400e-05	2.649729e-06	-4.299686e-06	1.872739e-03	-1.721184e-20	1.872739e-03	-1.872739e-03
0.243509      	7.469918e-02	3.734500e-02	3.735418e-02	1.836936e-04	9.441624e-05	8.927732e-05	2.569461e-06	-4.592339e-06	1.867479e-03	-1.813890e-20	1.867479e-03	-1.867479e-03
0.246391      	7.447014e-02	3.723021e-02	3.723993e-02	1.944267e-04	9.973791e-05	9.468876e-05	2.524577e-06	-4.860667e-06	1.861754e-03	-1.905935e-20	1.861754e-03	-1.861754e-03
0.249273      	7.421882e-02	3.710428e-02	3.711453e-02	2.049898e-04	1.050269e-04	9.996292e-05	2.531978e-06	-5.124745e-06	1.855470e-03	-1.997426e-20	1.855470e-03	-1.855470e-03
0.252155      	7.394857e-02	3.696889e-02	3.697968e-02	2.157735e-04	1.103650e-04	1.054086e-04	2.478197e-06	-5.394339e-06	1.848714e-03	-2.088261e-20	1.848714e-03	-1.848714e-03
0.255038      	7.366035e-02	3.682449e-02	3.683586e-02	2.274023e-04	1.160169e-04	1.113854e-04	2.315784e-06	-5.685058e-06	1.841509e-03	-2.178656e-20	1.841509e-03	-1.841509e-03
0.25792       	7.335047e-02	3.666931e-02	3.668117e-02	2.372718e-04	1.208939e-04	1.163779e-04	2.257995e-06	-5.931794e-06	1.833762e-03	-2.268196e-20	1.833762e-03	-1.833762e-03
0.260802      	7.302336e-02	3.650550e-02	3.651787e-02	2.474399e-04	1.259109e-04	1.215290e-04	2.190970e-06	-6.185997e-06	1.825584e-03	-2.357068e-20	1.825584e-03	-1.825584e-03
0.263684      	7.267663e-02	3.633185e-02	3.634477e-02	2.583635e-04	1.312962e-04	1.270673e-04	2.114459e-06	-6.459087e-06	1.816916e-03	-2.445030e-20	1.816916e-03	-1.816916e-03
0.266566      	7.230962e-02	3.614811e-02	3.616152e-02	2.682640e-04	1.361562e-04	1.321078e-04	2.024170e-06	-6.706601e-06	1.807741e-03	-2.532085e-20	1.807741e-03	-1.807741e-03
0.269449      	7.192526e-02	3.595567e-02	3.596959e-02	2.783465e-04	1.411126e-04	1.372340e-04	1.939308e-06	-6.958664e-06	1.798132e-03	-2.618258e-20	1.798132e-03	-1.798132e-03
0.272331      	7.152241e-02	3.575400e-02	3.576841e-02	2.882873e-04	1.459906e-04	1.422967e-04	1.846981e-06	-7.207182e-06	1.788060e-03	-2.703506e-20	1.788060e-03	-1.788060e-03
0.275213      	7.110104e-02	3.554308e-02	3.555797e-02	2.978076e-04	1.506079e-04	1.471997e-04	1.704092e-06	-7.445191e-06	1.777526e-03	-2.787931e-20	1.777526e-03	-1.777526e-03
0.278095      	7.066196e-02	3.532330e-02	3.533866e-02	3.071013e-04	1.551005e-04	1.520008e-04	1.549872e-06	-7.677533e-06	1.766549e-03	-2.871428e-20	1.766549e-03	-1.766549e-03
0.280977      	7.020582e-02	3.509500e-02	3.511083e-02	3.165903e-04	1.596972e-04	1.568931e-04	1.402044e-06	-7.914758e-06	1.755146e-03	-2.953982e-20	1.755146e-03	-1.755146e-03
0.28386       	6.973174e-02	3.485773e-02	3.487401e-02	3.255234e-04	1.640358e-04	1.614876e-04	1.274092e-06	-8.138085e-06	1.743293e-03	-3.035530e-20	1.743293e-03	-1.743293e-03
0.286742      	6.924202e-02	3.461265e-02	3.462937e-02	3.344838e-04	1.683935e-04	1.660902e-04	1.151643e-06	-8.362094e-06	1.731051e-03	-3.116185e-20	1.731051e-03	-1.731051e-03
0.289624      	6.873475e-02	3.435879e-02	3.437596e-02	3.434541e-04	1.727556e-04	1.706984e-04	1.028596e-06	-8.586351e-06	1.718369e-03	-3.195658e-20	1.718369e-03	-1.718369e-03
0.292506      	6.821213e-02	3.409727e-02	3.411486e-02	3.517224e-04	1.767838e-04	1.749386e-04	9.226008e-07	-8.793059e-06	1.705303e-03	-3.274023e-20	1.705303e-03	-1.705303e-03
0.295388      	6.767331e-02	3.382766e-02	3.384565e-02	3.597479e-04	1.805952e-04	1.791527e-04	7.212700e-07	-8.993697e-06	1.691833e-03	-3.351628e-20	1.691833e-03	-1.691833e-03
0.298271      	6.711984e-02	3.355071e-02	3.356913e-02	3.684217e-04	1.847501e-04	1.836716e-04	5.392759e-07	-9.210542e-06	1.677996e-03	-3.428225e-20	1.677996e-03	-1.677996e-03
0.30117       	6.653537e-02	3.325828e-02	3.327709e-02	3.761755e-04	1.885041e-04	1.876714e-04	4.163836e-07	-9.404388e-06	1.663384e-03	-3.507603e-20	1.663384e-03	-1.663384e-03
0.304102      	6.593687e-02	3.295885e-02	3.297802e-02	3.835681e-04	1.920834e-04	1.914847e-04	2.993024e-07	-9.589203e-06	1.648422e-03	-3.584531e-20	1.648422e-03	-1.648422e-03
0.307039      	6.532367e-02	3.265205e-02	3.267162e-02	3.912920e-04	1.957994e-04	1.954926e-04	1.534429e-07	-9.782300e-06	1.633092e-03	-3.660461e-20	1.633092e-03	-1.633092e-03
0.309981      	6.469866e-02	3.233938e-02	3.235927e-02	3.978434e-04	1.989076e-04	1.989358e-04	-1.409841e-08	-9.946084e-06	1.617466e-03	-3.734754e-20	1.617466e-03	-1.617466e-03
0.312933      	6.405457e-02	3.201715e-02	3.203742e-02	4.052444e-04	2.024373e-04	2.028071e-04	-1.848641e-07	-1.013111e-05	1.601364e-03	-3.808786e-20	1.601364e-03	-1.601364e-03
0.31589       	6.339544e-02	3.168744e-02	3.170801e-02	4.114892e-04	2.053964e-04	2.060928e-04	-3.481839e-07	-1.028723e-05	1.584886e-03	-3.882050e-20	1.584886e-03	-1.584886e-03
0.318854      	6.272264e-02	3.135087e-02	3.137177e-02	4.181175e-04	2.085333e-04	2.095842e-04	-5.254296e-07	-1.045294e-05	1.568066e-03	-3.954325e-20	1.568066e-03	-1.568066e-03
0.321826      	6.203801e-02	3.100840e-02	3.102961e-02	4.243656e-04	2.114805e-04	2.128850e-04	-7.022546e-07	-1.060914e-05	1.550950e-03	-4.024632e-20	1.550950e-03	-1.550950e-03
0.324808      	6.133480e-02	3.065666e-02	3.067814e-02	4.296735e-04	2.140153e-04	2.156582e-04	-8.214231e-07	-1.074184e-05	1.533370e-03	-4.095092e-20	1.533370e-03	-1.533370e-03
0.327797      	6.061871e-02	3.029848e-02	3.032024e-02	4.351939e-04	2.166523e-04	2.185416e-04	-9.446892e-07	-1.087985e-05	1.515468e-03	-4.164553e-20	1.515468e-03	-1.515468e-03
0.330793      	5.989476e-02	2.993638e-02	2.995838e-02	4.399444e-04	2.188943e-04	2.210501e-04	-1.077931e-06	-1.099861e-05	1.497369e-03	-4.231798e-20	1.497369e-03	-1.497369e-03
0.333802      	5.915105e-02	2.956440e-02	2.958666e-02	4.451793e-04	2.213926e-04	2.237867e-04	-1.197041e-06	-1.112948e-05	1.478776e-03	-4.299288e-20	1.478776e-03	-1.478776e-03
0.336819      	5.839475e-02	2.918614e-02	2.920861e-02	4.495169e-04	2.234207e-04	2.260962e-04	-1.337740e-06	-1.123792e-05	1.459869e-03	-4.365739e-20	1.459869e-03	-1.459869e-03
0.339845      	5.762751e-02	2.880241e-02	2.882510e-02	4.537125e-04	2.253854e-04	2.283271e-04	-1.470854e-06	-1.134281e-05	1.440688e-03	-4.431147e-20	1.440688e-03	-1.440688e-03
0.342883      	5.685158e-02	2.841436e-02	2.843722e-02	4.571219e-04	2.269574e-04	2.301645e-04	-1.603513e-06	-1.142805e-05	1.421290e-03	-4.494011e-20	1.421290e-03	-1.421290e-03
0.345933      	5.605727e-02	2.801711e-02	2.804016e-02	4.609053e-04	2.286945e-04	2.322108e-04	-1.758182e-06	-1.152263e-05	1.401432e-03	-4.557523e-20	1.401432e-03	-1.401432e-03
0.348993      	5.525015e-02	2.761348e-02	2.763667e-02	4.639096e-04	2.300770e-04	2.338326e-04	-1.877786e-06	-1.159774e-05	1.381254e-03	-4.620053e-20	1.381254e-03	-1.381254e-03
0.352066      	5.444367e-02	2.721018e-02	2.723349e-02	4.661051e-04	2.310607e-04	2.350444e-04	-1.991871e-06	-1.165263e-05	1.361092e-03	-4.679270e-20	1.361092e-03	-1.361092e-03
0.355153      	5.361382e-02	2.679519e-02	2.681863e-02	4.688596e-04	2.323199e-04	2.365397e-04	-2.109908e-06	-1.172149e-05	1.340346e-03	-4.739860e-20	1.340346e-03	-1.340346e-03
0.358248      	5.276782e-02	2.637214e-02	2.639567e-02	4.706047e-04	2.330757e-04	2.375290e-04	-2.226674e-06	-1.176512e-05	1.319195e-03	-4.799895e-20	1.319195e-03	-1.319195e-03
0.361364      	5.193421e-02	2.595531e-02	2.597890e-02	4.718810e-04	2.336172e-04	2.382637e-04	-2.323249e-06	-1.179702e-05	1.298355e-03	-4.855438e-20	1.298355e-03	-1.298355e-03
0.364487      	5.107059e-02	2.552347e-02	2.554712e-02	4.730022e-04	2.340323e-04	2.389699e-04	-2.468776e-06	-1.182505e-05	1.276765e-03	-4.913648e-20	1.276765e-03	-1.276765e-03
0.36763       	5.021530e-02	2.509581e-02	2.511949e-02	4.737163e-04	2.342613e-04	2.394550e-04	-2.596831e-06	-1.184291e-05	1.255382e-03	-4.967072e-20	1.255382e-03	-1.255382e-03
0.370786      	4.933241e-02	2.465436e-02	2.467805e-02	4.738551e-04	2.342050e-04	2.396500e-04	-2.722510e-06	-1.184638e-05	1.233310e-03	-5.023416e-20	1.233310e-03	-1.233310e-03
0.373961      	4.845548e-02	2.421589e-02	2.423959e-02	4.739416e-04	2.341025e-04	2.398392e-04	-2.868351e-06	-1.184854e-05	1.211387e-03	-5.074488e-20	1.211387e-03	-1.211387e-03
0.377141      	4.753652e-02	2.375642e-02	2.378010e-02	4.734396e-04	2.336873e-04	2.397523e-04	-3.032477e-06	-1.183599e-05	1.188413e-03	-5.130570e-20	1.188413e-03	-1.188413e-03
0.380361      	4.665533e-02	2.331585e-02	2.333947e-02	4.723400e-04	2.329941e-04	2.393458e-04	-3.175858e-06	-1.180850e-05	1.166383e-03	-5.178172e-20	1.166383e-03	-1.166383e-03
0.38358       	4.575921e-02	2.286782e-02	2.289139e-02	4.712249e-04	2.323084e-04	2.389165e-04	-3.304017e-06	-1.178062e-05	1.143980e-03	-5.224796e-20	1.143980e-03	-1.143980e-03
0.3868        	4.486218e-02	2.241935e-02	2.244282e-02	4.694325e-04	2.312774e-04	2.381551e-04	-3.438815e-06	-1.173581e-05	1.121554e-03	-5.269744e-20	1.121554e-03	-1.121554e-03
0.39003       	4.386167e-02	2.191914e-02	2.194252e-02	4.676584e-04	2.302752e-04	2.373832e-04	-3.553977e-06	-1.169146e-05	1.096542e-03	-5.329360e-20	1.096542e-03	-1.096542e-03
0.393353      	4.296256e-02	2.146966e-02	2.149290e-02	4.648514e-04	2.287625e-04	2.360888e-04	-3.663152e-06	-1.162128e-05	1.074064e-03	-5.370270e-20	1.074064e-03	-1.074064e-03
0.396677      	4.203328e-02	2.100509e-02	2.102819e-02	4.620164e-04	2.271950e-04	2.348215e-04	-3.813258e-06	-1.155041e-05	1.050832e-03	-5.411306e-20	1.050832e-03	-1.050832e-03
0.4           	4.110521e-02	2.054116e-02	2.056405e-02	4.576453e-04	2.248473e-04	2.327980e-04	-3.975363e-06	-1.144113e-05	1.027630e-03	-5.450407e-20	1.027630e-03	-1.027630e-03
